DATAFILE_AS_OF,REPORT_YEAR,REPORT_NUMBER,SUPPLEMENTAL_NUMBER,OPERATOR_ID,PARTA2NAMEOFCOMP,PARTA4STREET,PARTA4CITY,PARTA4STATE,PARTA4ZIP,PARTA5COMMODITY,PARTA7INTER,PARTA7INTRA,PARTBHCAOFFSHORE,PARTBHCAONSHORE,PARTBHCATOTAL,PARTCONNG,PARTCONPG,PARTCONSG,PARTCONHG,PARTCONLFG,PARTCONOG,PARTCOFFNG,PARTCOFFPG,PARTCOFFSG,PARTCOFFHG,PARTCOFFLFG,PARTCOFFOG,PARTCOGNAME,PARTCCHECK,PARTDTONCPB,PARTDTONCPC,PARTDTONCUB,PARTDTONCUC,PARTDTONCI,PARTDTONWI,PARTDTONP,PARTDTONC,PARTDTONO,PARTDTONTOTAL,PARTDTOFFCPB,PARTDTOFFCPC,PARTDTOFFCUB,PARTDTOFFCUC,PARTDTOFFCI,PARTDTOFFWI,PARTDTOFFP,PARTDTOFFC,PARTDTOFFO,PARTDTOFFTOTAL,PARTDTCPBTOTAL,PARTDTCPCTOTAL,PARTDTCUBTOTAL,PARTDTCUCTOTAL,PARTDTCITOTAL,PARTDTWITOTAL,PARTDTPTOTAL,PARTDTCTOTAL,PARTDTOTOTAL,PARTDTTOTAL,PARTDGONTACPB,PARTDGONTACPC,PARTDGONTACUB,PARTDGONTACUC,PARTDGONTACI,PARTDGONTAWI,PARTDGONTAP,PARTDGONTAC,PARTDGONTAO,PARTDGONATOTAL,PARTDGONTBCPB,PARTDGONTBCPC,PARTDGONTBCUB,PARTDGONTBCUC,PARTDGONTBCI,PARTDGONTBWI,PARTDGONTBP,PARTDGONTBC,PARTDGONTBO,PARTDGONBTOTAL,PARTDGOFFCPB,PARTDGOFFCPC,PARTDGOFFCUB,PARTDGOFFCUC,PARTDGOFFCI,PARTDGOFFWI,PARTDGOFFP,PARTDGOFFC,PARTDGOFFO,PARTDGOFFTOTAL,PARTDGCPBTOTAL,PARTDGCPCTOTAL,PARTDGCUBTOTAL,PARTDGCUCTOTAL,PARTDGCITOTAL,PARTDGWITOTAL,PARTDGPTOTAL,PARTDGCTOTAL,PARTDGOTOTAL,PARTDGTOTAL,PARTDCPBTOTAL,PARTDCPCTOTAL,PARTDCUBTOTAL,PARTDCUCTOTAL,PARTDCITOTAL,PARTDWITOTAL,PARTDPTOTAL,PARTDCTOTAL,PARTDOTOTAL,PARTDTOTALMILES,REPORT_SUBMISSION_TYPE,REPORT_DATE,FILING_DATE,FORM_REV
3/1/2022,2017,20186715,33905,31888,CENTURION PIPELINE L.P.,"5 GREENWAY PLAZA, SUITE 110",HOUSTON,TX,77046-7570,Natural Gas,,TEXAS,0,0,0,422.711,,,,,,,,,,,,,No,0,38.9,0,0,0,0,0,0,0,38.9,0,0,0,0,0,0,0,0,0,0,0,38.9,0,0,0,0,0,0,0,38.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.9,0,0,0,0,0,0,0,38.9,INITIAL,3/6/2018,3/6/2018,7100.2-1 (Rev. 10-2014)
3/1/2022,2017,20186626,33804,31890,WSP USA INC.,6950 SULPHUR DR.,BEAUMONT,TX,77705,Natural Gas,,TEXAS,0,2.21,2.21,56442653,,,,,,,,,,,,,No,0,23.594,0,0,0,0,0,0,0,23.594,0,0,0,0,0,0,0,0,0,0,0,23.594,0,0,0,0,0,0,0,23.594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.594,0,0,0,0,0,0,0,23.594,INITIAL,3/1/2018,3/1/2018,7100.2-1 (Rev. 10-2014)
3/1/2022,2017,20187311,34542,31891,NORTH BAJA PIPELINE LLC,700 LOUISIANA STREET,HOUSTON,TX,77002,Natural Gas,"ARIZONA, CALIFORNIA",,0,1.603,1.603,124886.505,0,0,0,0,0,,,,,,,NA,No,0,85.595,0,0,0,0,0,0,0,85.595,0,0,0,0,0,0,0,0,0,0,0,85.595,0,0,0,0,0,0,0,85.595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.595,0,0,0,0,0,0,0,85.595,INITIAL,3/14/2018,3/14/2018,7100.2-1 (Rev. 10-2014)
3/1/2022,2017,20187196,34418,31892,DUKE ENERGY - DEBARY COMBUSTION TURBINE,526 SOUTH CHURCH STREET,CHARLOTTE,NC,28202,Natural Gas,,FLORIDA,0,3.24,3.24,1570,,,,,,,,,,,,,No,0,3.24,0,0,0,0,0,0,0,3.24,0,0,0,0,0,0,0,0,0,0,0,3.24,0,0,0,0,0,0,0,3.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.24,0,0,0,0,0,0,0,3.24,INITIAL,3/14/2018,3/14/2018,7100.2-1 (Rev. 10-2014)
3/1/2022,2017,20187262,34491,31894,KISSIMMEE UTILITY AUTHORITY,6075 OLD TAMPA HIGHWAY,INTERCESSION CITY,FL,33848,Natural Gas,,FLORIDA,0,1.9,1.9,10660,,,,,,,,,,,,,No,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,INITIAL,3/14/2018,3/14/2018,7100.2-1 (Rev. 10-2014)
3/1/2022,2017,20187149,34368,31895,CONTINENTAL BUILDING PRODUCTS,886 NORTH HIGHWAY 17,PALATKA,FL,32177,Natural Gas,,FLORIDA,0,0,0,,,,,,,,,,,,,,,0,5.75,0,0,0,0,0,0,0,5.75,0,0,0,0,0,0,0,0,0,0,0,5.75,0,0,0,0,0,0,0,5.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.75,0,0,0,0,0,0,0,5.75,INITIAL,3/13/2018,3/13/2018,7100.2-1 (Rev. 10-2014)
3/1/2022,2017,20187127,34344,31896,"NORSTAR PIPELINE COMPANY, INC.",401 E. INTERNATIONAL AIRPORT RD.,ANCHORAGE,AK,99518,Natural Gas,,ALASKA,0,0.325,0.325,,,,,,,,,,,,,,Yes,0,0.964,0,0,0,0,1.11,0,0,2.074,0,0,0,0,0,0,0,0,0,0,0,0.964,0,0,0,0,1.11,0,0,2.074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.964,0,0,0,0,1.11,0,0,2.074,INITIAL,3/13/2018,3/13/2018,7100.2-1 (Rev. 10-2014)
3/1/2022,2017,20186520,34961,31898,MV PIPELINE COMPANY,10455 N.CENTRAL EXPWY #109-503,DALLAS,TX,75231,Natural Gas,,OKLAHOMA,0,0,0,,,,,,,,,,,,,,No,0,11.56,0,0,0,0,0,0,0,11.56,0,0,0,0,0,0,0,0,0,0,0,11.56,0,0,0,0,0,0,0,11.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.56,0,0,0,0,0,0,0,11.56,SUPPLEMENTAL,2/21/2018,5/15/2018,7100.2-1 (Rev. 10-2014)
3/1/2022,2017,20187275,34504,31901,BAXTER HEALTHCARE CORP.,911 NORTH DAVIS AVE.,CLEVELAND,MS,38732,Natural Gas,,MISSISSIPPI,0,0,0,,,,,,,,,,,,,,No,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,INITIAL,3/14/2018,3/14/2018,7100.2-1 (Rev. 10-2014)
3/1/2022,2017,20187465,34706,31902,"PINNACLE GAS PRODUCERS, LLC","414 SOUTH MAIN STREET,  SUITE 600",ANN ARBOR,MI,48104,Landfill Gas,,OHIO,0,0,0,,,,,,,,,,,,,,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0.6,0,0,0,0,0,0,0.6,0,0,0.6,INITIAL,3/15/2018,3/15/2018,7100.2-1 (Rev. 10-2014)
3/1/2022,2017,20187401,34639,31904,"SUNRISE POWER COMPANY, LLC",12857 SUNRISE POWER ROAD POB 129,FELLOWS,CA,93224,Natural Gas,,CALIFORNIA,0,0,0,,,,,,,,,,,,,,Yes,0,2.5,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,2.5,INITIAL,3/15/2018,3/15/2018,7100.2-1 (Rev. 10-2014)
3/1/2022,2017,20187471,34712,31908,CHS OILSEED PROCESSING-NW GAS CONTRACTED,"314 MAIN ST., NE PO BOX 721",MAPLETON,MN,56065,Natural Gas,,MINNESOTA,0,0,0,,,,,,,,,,,,,,Yes,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,INITIAL,3/15/2018,3/15/2018,7100.2-1 (Rev. 10-2014)
3/1/2022,2017,20186336,33470,31909,"AMERICAN ENERGIES PIPELINE,  LLC",136 N. MAIN P O BOX 516,CANTON,KS,67428,Natural Gas,,KANSAS,0,0,0,,,,,,,,,,,,,,No,0,1.54,0,0,0,0,0,0,0,1.54,0,0,0,0,0,0,0,0,0,0,0,1.54,0,0,0,0,0,0,0,1.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.54,0,0,0,0,0,0,0,1.54,INITIAL,1/18/2018,1/18/2018,7100.2-1 (Rev. 10-2014)
3/1/2022,2017,20186740,33931,31910,"AMERICAN MIDSTREAM (MISSISSIPPI), LLC","2103 CITYWEST BLVD. BLDG. 4, STE. 800",HOUSTON,TX,77042,Natural Gas,,MISSISSIPPI,0,0,0,109,,,,,,,,,,,,,No,0,5.6,0,0,0,0,0,0,0,5.6,0,0,0,0,0,0,0,0,0,0,0,5.6,0,0,0,0,0,0,0,5.6,0,3.35,0,0,0,0,0,0,0,3.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.35,0,0,0,0,0,0,0,3.35,0,8.95,0,0,0,0,0,0,0,8.95,INITIAL,3/6/2018,3/6/2018,7100.2-1 (Rev. 10-2014)
3/1/2022,2017,20186335,33469,31911,"AMERICAN ENERGIES GAS SERVICE,  LLC","136 N MAIN, PO BOX 516",CANTON,KS,67428,Natural Gas,,KANSAS,0,0,0,,,,,,,,,,,,,,No,0,2.87,0,0,0,0,2.35,0,0,5.22,0,0,0,0,0,0,0,0,0,0,0,2.87,0,0,0,0,2.35,0,0,5.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.87,0,0,0,0,2.35,0,0,5.22,INITIAL,1/18/2018,1/18/2018,7100.2-1 (Rev. 10-2014)
3/1/2022,2017,20187234,34461,31914,NGL SUPPLY TERMINAL COMPANY LLC,6120 SOUTH YALE AVENUE SUITE 850,TULSA,OK,74136,Natural Gas,,OKLAHOMA,0,0,0,2301.68,,,,,,,,,,,,,No,0,0,0,0,0,0,2.43,0,0,2.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.43,0,0,2.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.43,0,0,2.43,INITIAL,3/14/2018,3/14/2018,7100.2-1 (Rev. 10-2014)
3/1/2022,2017,20186392,33542,31915,"TROPICANA PRODUCTS, INC.",6500 GLADES CUT OFF ROAD,FORT PIERCE,FL,34981-4303,Natural Gas,,FLORIDA,0,0,0,,,,,,,,,,,,,,No,0,0.2,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0.2,INITIAL,2/1/2018,2/1/2018,7100.2-1 (Rev. 10-2014)
3/1/2022,2017,20187298,34527,31916,"WM RENEWABLE ENERGY, LLC",1021 MAIN STREET,HOUSTON,TX,77002,Landfill Gas,,VIRGINIA,0,0,0,,,,,199,,,,,,,,,No,0,0,0,0,0,0,22,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,22,INITIAL,3/14/2018,3/14/2018,7100.2-1 (Rev. 10-2014)
3/1/2022,2017,20186969,34176,31920,"OMIMEX CANADA, LTD.",7950 JOHN T. WHITE RD.,FORT WORTH,TX,76120,Natural Gas,,MONTANA,0,0,0,,,,,,,,,,,,,,Yes,0,16,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,16,INITIAL,3/12/2018,3/12/2018,7100.2-1 (Rev. 10-2014)
3/1/2022,2017,20187081,34298,31924,COPANO FIELD SERVICES/UPPER GULF COAST LLC,1001 LOUISIANA ST SUITE 1000,HOUSTON,TX,77002,Natural Gas,,TEXAS,0,0,0,,,,,,,,,,,,,,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.23,0,0,0,0,0,0,0,2.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.23,0,0,0,0,0,0,0,2.23,0,2.23,0,0,0,0,0,0,0,2.23,INITIAL,3/13/2018,3/13/2018,7100.2-1 (Rev. 10-2014)
3/1/2022,2017,20187082,34299,31925,COPANO PIPELINES/SOUTH TEXAS LLC,1001 LOUISIANA ST SUITE 1000,HOUSTON,TX,77002,Natural Gas,,TEXAS,0,0,0,,,,,,,,,,,,,,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.88,0,0,0,0,0,0,0,2.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.88,0,0,0,0,0,0,0,2.88,0,2.88,0,0,0,0,0,0,0,2.88,INITIAL,3/13/2018,3/13/2018,7100.2-1 (Rev. 10-2014)
3/1/2022,2017,20187084,34301,31926,COPANO PIPELINES/UPPER GULF COAST LLC,"1001 LOUISIANA ST, SUITE 1000 SUITE 2300",HOUSTON,TX,77002,Natural Gas,,TEXAS,0,17.43,17.43,10065,,,,,,,,,,,,,No,0,100.33,0,0,0,0,0,0,0,100.33,0,0,0,0,0,0,0,0,0,0,0,100.33,0,0,0,0,0,0,0,100.33,0,6.49,0,0,0,0,0,0,0,6.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.49,0,0,0,0,0,0,0,6.49,0,106.82,0,0,0,0,0,0,0,106.82,INITIAL,3/13/2018,3/13/2018,7100.2-1 (Rev. 10-2014)
3/1/2022,2017,20186445,33606,31929,L.E. JONES OPERATING INC.,15 S. 10TH,DUNCAN,OK,73533,Natural Gas,,OKLAHOMA,0,0,0,,,,,,,,,,,,,,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,2,INITIAL,2/12/2018,2/12/2018,7100.2-1 (Rev. 10-2014)
3/1/2022,2017,20186307,33435,31933,CALCASIEU REFINING COMPANY,4359 W. TANK FARM ROAD,LAKE CHARLES,LA,70605,Natural Gas,,LOUISIANA,0,0,0,2228,,,,,,,,,,,,,No,0,1.4,0,0,0,0,0,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0,1.4,0,0,0,0,0,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0,0,0,0,0,0,0,1.4,INITIAL,1/9/2018,1/9/2018,7100.2-1 (Rev. 10-2014)
3/1/2022,2017,20186314,33647,31936,WORTHINGTON GENERATION,7398 N. STATE ROAD PO BOX 908,BLOOMINGTON,IN,47404-0908,Natural Gas,,INDIANA,0,0,0,489.1,,,,,,,,,,,,,No,0,1.055,0,0,0,0,0,0,0,1.055,0,0,0,0,0,0,0,0,0,0,0,1.055,0,0,0,0,0,0,0,1.055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.055,0,0,0,0,0,0,0,1.055,SUPPLEMENTAL,1/11/2018,2/15/2018,7100.2-1 (Rev. 10-2014)
3/1/2022,2017,20186879,34076,31943,ENBRIDGE GATHERING (NORTH TEXAS) L.P.,5400 WESTHEIMER COURT,HOUSTON,TX,77056,Natural Gas,,TEXAS,0,0.11,0.11,52115.1,,,,,,,,,,,,,No,0,128.93,0,0,0,0,1.4,0,0,130.33,0,0,0,0,0,0,0,0,0,0,0,128.93,0,0,0,0,1.4,0,0,130.33,0,306.68,0,0,0,0,0.76,0,0,307.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306.68,0,0,0,0,0.76,0,0,307.44,0,435.61,0,0,0,0,2.16,0,0,437.77,INITIAL,3/9/2018,3/9/2018,7100.2-1 (Rev. 10-2014)
3/1/2022,2017,20186448,33610,31949,SW GATHERING,10000 ENERGY DRIVE,SPRING,TX,77389,Natural Gas,,PENNSYLVANIA,0,0,0,,,,,,,,,,,,,,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.25,0,0,0,0,0,0,0,4.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.25,0,0,0,0,0,0,0,4.25,0,4.25,0,0,0,0,0,0,0,4.25,INITIAL,2/12/2018,2/12/2018,7100.2-1 (Rev. 10-2014)
3/1/2022,2017,20186544,35125,31955,CITY OF VERNON,4305 SANTA FE AVE.,VERNON,CA,90058,Natural Gas,,CALIFORNIA,0,7.3,7.3,5554,,,,,,,,,,,,,No,0,7.3,0,0,0,0,0,0,0,7.3,0,0,0,0,0,0,0,0,0,0,0,7.3,0,0,0,0,0,0,0,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3,0,0,0,0,0,0,0,7.3,SUPPLEMENTAL,2/23/2018,12/13/2018,7100.2-1 (Rev. 10-2014)
3/1/2022,2017,20187031,34247,31967,"JORDAN DEVELOPMENT COMPANY, L.L.C.",1503 GARFIELD ROAD NORTH,TRAVERSE CITY,MI,49686,Natural Gas,,MICHIGAN,0,0,0,,,,,,,,,,,,,,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.41,0,0,0,0,0,0,0,14.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.41,0,0,0,0,0,0,0,14.41,0,14.41,0,0,0,0,0,0,0,14.41,INITIAL,3/13/2018,3/13/2018,7100.2-1 (Rev. 10-2014)
3/1/2022,2017,20186596,33773,31968,WTG GAS TRANSMISSION COMPANY,211 NORTH COLORADO,MIDLAND,TX,79701,Natural Gas,,TEXAS,0,1.456,1.456,99263.025,,,,,,,,,,,,,No,0,632.962,0,0,0,0,7.477,0,0,640.439,0,0,0,0,0,0,0,0,0,0,0,632.962,0,0,0,0,7.477,0,0,640.439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,632.962,0,0,0,0,7.477,0,0,640.439,INITIAL,2/28/2018,2/28/2018,7100.2-1 (Rev. 10-2014)
3/1/2022,2017,20187101,34318,31978,ATMOS PIPELINE - TEXAS,"5420 LBJ FREEWAY, SUITE 1500",DALLAS,TX,75240,Natural Gas,,TEXAS,0,210.645,210.645,781800706,,,,,,,,,,,,,No,231.339,5304.896,0,0,0,0,141.893,0,0,5678.128,0,0,0,0,0,0,0,0,0,0,231.339,5304.896,0,0,0,0,141.893,0,0,5678.128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231.339,5304.896,0,0,0,0,141.893,0,0,5678.128,INITIAL,3/13/2018,3/13/2018,7100.2-1 (Rev. 10-2014)
3/1/2022,2017,20187529,35096,31982,"KOCH FERTILIZER, LLC.",4111 East 37th Street North,Wichita,KS,67220,Natural Gas,,OKLAHOMA,0,0.2,0.2,5787,,,,,,,,,,,,,No,0,1.2,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,1.2,SUPPLEMENTAL,3/19/2018,9/25/2018,7100.2-1 (Rev. 10-2014)
3/1/2022,2017,20187323,34991,31983,"EPL PIPELINE, LLC",1021 MAIN STREET SUITE 2626,HOUSTON,TX,77002,Natural Gas,"LOUISIANA, OCS-Gulf of Mexico",,0,0,0,,,,,,,,,,,,,,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.19,0,0,0,0,0,0,0,15.19,0,15.19,0,0,0,0,0,0,0,15.19,0,15.19,0,0,0,0,0,0,0,15.19,SUPPLEMENTAL,3/14/2018,6/27/2018,7100.2-1 (Rev. 10-2014)
3/1/2022,2017,20187185,34407,31986,"CITY OF GLENDALE, GLENDALE WATER & POWER",141 N. GLENDALE AVENUE LEVEL 4,GLENDALE,CA,91206,Landfill Gas,,CALIFORNIA,0,1.17,1.17,,,,,2057.541,,,,,,,,,No,0,0,0,0,0,0,5.5,0,0,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,0,0,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,0,0,5.5,INITIAL,3/13/2018,3/13/2018,7100.2-1 (Rev. 10-2014)
3/1/2022,2017,20187239,34466,31987,"SCEPTER GREENEVILLE, INC",1230 POTTERTOWN ROAD,MIDWAY,TN,37809,Natural Gas,,TENNESSEE,0,0,0,140.03,,,,,,,,,,,,,No,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,INITIAL,3/14/2018,3/14/2018,7100.2-1 (Rev. 10-2014)
3/1/2022,2017,20186403,33558,31988,GALLAGHER DRILLING INC,BOX 8275 1520 N CULLEN AVE,EVANSVILLE,IN,47716,Natural Gas,,ILLINOIS,0,0,0,111,,,,,,,,,,,,,No,0,0.19,0,0,0,0,0,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0.19,0,0,0,0,0,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0,0,0,0,0,0,0,0.19,INITIAL,2/2/2018,2/2/2018,7100.2-1 (Rev. 10-2014)
3/1/2022,2017,20186917,34230,31994,"PANTHER OPERATING COMPANY, LLC","2103 CITYWEST BLVD BLDG 4, SUITE 800",HOUSTON,TX,77042,Natural Gas,"LOUISIANA, OCS-Gulf of Mexico",,0,0,0,,,,,,,,,,,,,,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.4,0,0,0,0,0,0,0,120.4,0,120.4,0,0,0,0,0,0,0,120.4,0,120.4,0,0,0,0,0,0,0,120.4,SUPPLEMENTAL,3/11/2018,3/12/2018,7100.2-1 (Rev. 10-2014)
3/1/2022,2017,20186916,34120,31995,"PANTHER INTERSTATE PIPELINE ENERGY, LLC",16000 STUEBNER AIRLINE DR. #420,SPRING,TX,77379,Natural Gas,OCS-Gulf of Mexico,,0,0,0,,,,,,,,,,,,,,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,48,0,48,0,0,0,0,0,0,0,48,0,48,0,0,0,0,0,0,0,48,INITIAL,3/11/2018,3/11/2018,7100.2-1 (Rev. 10-2014)
3/1/2022,2017,20186292,33417,31999,"SHELBY COUNTY ENERGY CENTER, LLC",3575 E 400 NORTH ROAD,NEOGA,IL,62447,Natural Gas,,ILLINOIS,0,0,0,1117,,,,,,,,,,,,,No,0,1.9,0,0,0,0,0,0,0,1.9,0,0,0,0,0,0,0,0,0,0,0,1.9,0,0,0,0,0,0,0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,0,0,0,0,0,0,0,1.9,INITIAL,1/4/2018,1/4/2018,7100.2-1 (Rev. 10-2014)
