DATAFILE_AS_OF,REPORT_YEAR,REPORT_NUMBER,SUPPLEMENTAL_NUMBER,OPERATOR_ID,PARTA2NAMEOFCOMP,PARTA4STREET,PARTA4CITY,PARTA4STATE,PARTA4ZIP,PARTA4COUNTRY,PARTA5COMMODITY,PARTA7INTER,PARTA7INTRA,PARTBHCAOFFSHORE,PARTBHCAONSHORE,PARTBHCATOTAL,PARTCOFFCO2,PARTCOFFCRUDE,PARTCOFFETHANOL,PARTCOFFHVL,PARTCOFFRPP,PARTCONCO2,PARTCONCRUDE,PARTCONETHANOL,PARTCONHVL,PARTCONRPP,PARTDONCPB,PARTDONCPC,PARTDONCUB,PARTDONCUC,PARTDONCUP,PARTDONCUO,PARTDONTOTAL,PARTDOFFCPB,PARTDOFFCPC,PARTDOFFCUB,PARTDOFFCUC,PARTDOFFCUP,PARTDOFFCUO,PARTDOFFTOTAL,PARTDCPBTOTAL,PARTDCPCTOTAL,PARTDCUBTOTAL,PARTDCUCTOTAL,PARTDCUPTOTAL,PARTDCUOTOTAL,PARTDTOTALMILES,PARTEUNKNHF,PARTEUNKNLF,PARTEUNKNTOTAL,PARTEPRE40HF,PARTEPRE40LF,PARTEPRE40TOTAL,PARTE1940HF,PARTE1940LF,PARTE1940TOTAL,PARTE1950HF,PARTE1950LF,PARTE1950TOTAL,PARTE1960HF,PARTE1960LF,PARTE1960TOTAL,PARTE1970HF,PARTE1970LF,PARTE1970TOTAL,PARTE1980HF,PARTE1980LF,PARTE1980TOTAL,PARTE1990HF,PARTE1990LF,PARTE1990TOTAL,PARTE2000HF,PARTE2000LF,PARTE2000TOTAL,PARTE2010HF,PARTE2010LF,PARTE2010TOTAL,PARTE2020HF,PARTE2020LF,PARTE2020TOTAL,PARTETOTAL,PARTETOTALHF,PARTETOTALLF,REPORT_SUBMISSION_TYPE,REPORT_DATE,FILING_DATE,FORM_REV
3/1/2022,2020,20210278,18375,32080,"CCPS TRANSPORTATION, LLC",5400 WESTHEIMER COURT,HOUSTON,TX,77056,,Crude Oil,"ILLINOIS, KANSAS, MISSOURI, OKLAHOMA",,,353.56,353.56,,,,,,0.000,140876757994.000,0,0.000,0.000,0,1180.14,0,0,0,0,1180.14,0,0,0,0,0,0,0,0,1180.14,0,0,0,0,1180.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INITIAL,06/10/21,6/10/2021,7000-1.1 (Rev. 01-2020)
3/1/2022,2020,20210573,18680,32082,"ZENITH ENERGY TERMINALS HOLDINGS, LLC",3900 ESSEX LANE  SUITE 700,HOUSTON,TX,77027,,Refined and/or Petroleum Product (non-HVL),,OHIO,,1.569,1.569,,,,,,,,,,539550.000,0.13,1.439,0,0,0,0,1.569,0,0,0,0,0,0,0,0.13,1.439,0,0,0,0,1.569,0,0,0,0,0,0,0,0.903,0.903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666,0,0.666,1.569,0.666,0.903,INITIAL,06/15/21,6/15/2021,7000-1.1 (Rev. 01-2020)
3/1/2022,2020,20210298,18395,32083,"DCOR, LLC",290 MAPLE COURT SUITE 290,VENTURA,CA,93003,,Crude Oil,"CALIFORNIA, OCS-Pacific",CALIFORNIA,31.5,22.51,54.01,,4000000,,,,,4000000.000,,,,0,22.51,0,0,0,0,22.51,0,31.5,0,0,0,0,31.5,0,54.01,0,0,0,0,54.01,2.54,0,2.54,0,0,0,0,0,0,0,0,0,0,11.17,11.17,0,16.83,16.83,21.47,0,21.47,1.99,0,1.99,0,0,0,0,0,0,0,0,0,54,26,28,INITIAL,06/10/21,6/10/2021,7000-1.1 (Rev. 01-2020)
3/1/2022,2020,20210377,18474,32091,"WILLIAMS OIL GATHERING, LLC","ONE WILLIAMS CENTER, MD WRC3-4 P.O. BOX 645",TULSA,OK,74172,,Crude Oil,"LOUISIANA, OCS-Gulf of Mexico",,12.05,,12.05,,1617540619,,,,,,,,,0,0,0,0,0,0,0,0,377.84,0,0,0,0,377.84,0,377.84,0,0,0,0,377.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.78,0,144.78,0,0,0,0,0,0,144.78,144.78,0,INITIAL,06/13/21,6/13/2021,7000-1.1 (Rev. 01-2020)
3/1/2022,2020,20210198,18287,32094,AUX SABLE LIQUID PRODUCTS,"4000, 585-8 AVE. SW",CALGARY,AB,T2P1G1,,HVL,,ILLINOIS,,31.83,31.83,,,,,,,,,101577687.000,,0,31.833,0,0,0,0,31.833,0,0,0,0,0,0,0,0,31.833,0,0,0,0,31.833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.311,0,28.311,0,0,0,0,0,0,3.445,0,3.445,0.077,0,0.077,0,0,0,31.833,31.833,0,INITIAL,06/03/21,6/3/2021,7000-1.1 (Rev. 01-2020)
3/1/2022,2020,20210570,18677,32095,"LBC HOUSTON, L.P.",11666 PORT ROAD,SEABROOK,TX,77573,,Crude Oil,,TEXAS,,,0.00,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INITIAL,06/15/21,6/15/2021,7000-1.1 (Rev. 01-2020)
3/1/2022,2020,20210569,18676,32095,"LBC HOUSTON, L.P.",11666 PORT ROAD,SEABROOK,TX,77573,,HVL,,TEXAS,,1.77,1.77,,,,,,0.000,0.000,0,899515.000,0.000,0,1.77,0,0,0,0,1.77,0,0,0,0,0,0,0,0,1.77,0,0,0,0,1.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INITIAL,06/15/21,6/15/2021,7000-1.1 (Rev. 01-2020)
3/1/2022,2020,20210568,18675,32095,"LBC HOUSTON, L.P.",11666 PORT ROAD,SEABROOK,TX,77573,,Refined and/or Petroleum Product (non-HVL),,TEXAS,,3.62,3.62,,,,,,0.000,0.000,0,0.000,13115953.000,0,3.62,0,0,0,0,3.62,0,0,0,0,0,0,0,0,3.62,0,0,0,0,3.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INITIAL,06/15/21,6/15/2021,7000-1.1 (Rev. 01-2020)
3/1/2022,2020,20210361,18458,32096,WYNNEWOOD REFINERY COMPANY,1300 MAIN STREET,HOUSTON,TX,77002,,Crude Oil,,OKLAHOMA,,2.10,2.10,,,,,,0.000,28232560.000,0,0.000,0.000,0,2.1,0,0,0,0,2.1,0,0,0,0,0,0,0,0,2.1,0,0,0,0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INITIAL,06/12/21,6/12/2021,7000-1.1 (Rev. 01-2020)
3/1/2022,2020,20210363,18460,32099,ENERGY TRANSFER COMPANY,1300 MAIN STREET,HOUSTON,TX,77002,,Crude Oil,"NEW MEXICO, TEXAS","NEW MEXICO, OKLAHOMA, TEXAS",,139.40,139.40,,,,,,0.000,4189487122.000,0,0.000,0.000,0,487.3,0,0,0,0,487.3,0,0,0,0,0,0,0,0,487.3,0,0,0,0,487.3,52.8,0,52.8,0,0,0,0,0,0,0,0,0,0,12.4,12.4,0,0,0,26,0,26,21.2,0,21.2,21.4,0,21.4,203.7,0,203.7,0,0,0,337.5,325.1,12.4,INITIAL,06/12/21,6/12/2021,7000-1.1 (Rev. 01-2020)
3/1/2022,2020,20210362,18459,32099,ENERGY TRANSFER COMPANY,1300 MAIN STREET,HOUSTON,TX,77002,,HVL,"NEW MEXICO, TEXAS","LOUISIANA, TEXAS",,1726.80,1726.80,,,,,,0.000,0.000,0,172139124333.000,0.000,0,3602.5,0,0,0,0,3602.5,0,0,0,0,0,0,0,0,3602.5,0,0,0,0,3602.5,174.2,0,174.2,0,0,0,0,90.8,90.8,0,69.6,69.6,0,77,77,119.7,0,119.7,12.7,0,12.7,39.5,0,39.5,115.8,0,115.8,1360.6,0,1360.6,0,0,0,2059.9,1822.5,237.4,INITIAL,06/12/21,6/12/2021,7000-1.1 (Rev. 01-2020)
3/1/2022,2020,20210364,18461,32099,ENERGY TRANSFER COMPANY,1300 MAIN STREET,HOUSTON,TX,77002,,Refined and/or Petroleum Product (non-HVL),,TEXAS,,15.4,15.4,,,,,,0.000,0.000,0,0.000,791286710.000,0,83.7,0,0,0,0,83.7,0,0,0,0,0,0,0,0,83.7,0,0,0,0,83.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0,1.4,0,0,0,0,0,0,0,0,0,1.5,0,1.5,0,0,0,2.9,2.9,0,INITIAL,06/12/21,6/12/2021,7000-1.1 (Rev. 01-2020)
3/1/2022,2020,20210182,18271,32103,CRIMSON PIPELINE L.P.,3760 KILROY AIRPORT WAY SUITE #300,LONG BEACH,CA,90806,,Crude Oil,,CALIFORNIA,,803,803,,,,,,,13555140029.000,,,,12,1489.29,5,0,0,0,1506.29,0,0,0,0,0,0,0,12,1489.29,5,0,0,0,1506.29,0,23.163,23.163,0,170,170,0,268,268,0,230.98,230.98,0,202,202,0,77.19,77.19,220,0,220,41.16,0,41.16,27.01,0,27.01,7.18,0,7.18,0,0,0,1266.683,295.35,971.333,INITIAL,05/31/21,5/31/2021,7000-1.1 (Rev. 01-2020)
3/1/2022,2020,20210441,18543,32109,"ONEOK NGL PIPELINE, LLC",100 WEST FIFTH STREET,TULSA,OK,74103,,HVL,"COLORADO, ILLINOIS, INDIANA, IOWA, KANSAS, MISSOURI, MONTANA, NEBRASKA, NEW MEXICO, NORTH DAKOTA, OKLAHOMA, TEXAS, WYOMING","KANSAS, OKLAHOMA, TEXAS",,6012.79,6012.79,,,,,,,,,259046349692.000,1817001695.000,192.87,13117,0,0,0,0,13309.87,0,0,0,0,0,0,0,192.87,13117,0,0,0,0,13309.87,19.87,0,19.87,0,98.96,98.96,0,25.66,25.66,0,250.01,250.01,704.45,750.83,1455.28,1914.41,0,1914.41,1828.19,0,1828.19,1229.05,0,1229.05,938.68,0,938.68,3374,0,3374,815.99,0,815.99,11950.1,10824.64,1125.46,INITIAL,06/14/21,6/14/2021,7000-1.1 (Rev. 01-2020)
3/1/2022,2020,20210442,18544,32109,"ONEOK NGL PIPELINE, LLC",100 WEST FIFTH STREET,TULSA,OK,74103,,Refined and/or Petroleum Product (non-HVL),"ILLINOIS, IOWA, KANSAS, NEBRASKA, OKLAHOMA",TEXAS,,244.75,244.75,,,,,,,,,593284673.000,3561178262.000,0,524.42,0,0,0,0,524.42,0,0,0,0,0,0,0,0,524.42,0,0,0,0,524.42,0,0,0,0,0,0,0,0,0,29.25,192.02,221.27,0,133.02,133.02,112.64,0,112.64,34.66,0,34.66,14.35,0,14.35,0.1,0,0.1,6.32,0,6.32,1.33,0,1.33,523.69,198.65,325.04,INITIAL,06/14/21,6/14/2021,7000-1.1 (Rev. 01-2020)
3/1/2022,2020,20210460,18562,32114,COPANO NGL SERVICES LLC,"1001 LOUISIANA ST, SUITE 1000",HOUSTON,TX,77002,,HVL,,TEXAS,0,59.47,59.47,0,0,0,0,0,0.000,0.000,0,668473245.000,0.000,0,183.37,0,0,0,0,183.37,0,0,0,0,0,0,0,0,183.37,0,0,0,0,183.37,0,0,0,0,2.46,2.46,0,94.75,94.75,0,0,0,0,6.66,6.66,0,0,0,46.72,0,46.72,0,0,0,0.11,0,0.11,32.68,0,32.68,0,0,0,183.38,79.51,103.87,INITIAL,06/14/21,6/14/2021,7000-1.1 (Rev. 01-2020)
3/1/2022,2020,20210322,18419,32117,"ASCENSION PIPELINE COMPANY, LLC",1722 ROUTH STREET SUITE 1300,DALLAS,TX,75201,,Refined and/or Petroleum Product (non-HVL),,LOUISIANA,,28.07,28.07,,,,,,,,,,202201118.000,0,32.48,0,0,0,0,32.48,0,0,0,0,0,0,0,0,32.48,0,0,0,0,32.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.48,0,32.48,0,0,0,32.48,32.48,0,INITIAL,06/11/21,6/11/2021,7000-1.1 (Rev. 01-2020)
3/1/2022,2020,20210060,18115,32120,NORTHVILLE INDUSTRIES CORP.,"225 BROAD HOLLOW ROAD, SUITE 212W",MELVILLE,NY,11747,,Refined and/or Petroleum Product (non-HVL),,NEW YORK,,36.69,36.69,,,,,,,,,,153197387.000,0,36.69,0,0,0,0,36.69,0,0,0,0,0,0,0,0,36.69,0,0,0,0,36.69,0,0,0,0,0,0,0,0,0,0,5.68,5.68,0,8.34,8.34,22.67,0,22.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.69,22.67,14.02,INITIAL,03/12/21,3/12/2021,7000-1.1 (Rev. 01-2020)
3/1/2022,2020,20210051,18106,32129,OKLAHOMA GAS PROCESSING,30191 NCR 3120,ELMORE CITY,OK,73433,,HVL,,OKLAHOMA,,0,0,,,,,,0.000,0.000,0,16446650.000,0.000,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0,11,11,0,INITIAL,03/10/21,3/10/2021,7000-1.1 (Rev. 01-2020)
3/1/2022,2020,20210552,18657,32135,PHILLIPS 66 COMPANY - LOS ANGELES REFINERY,1660 W. ANAHEIM ST.,WILMINGTON,CA,90744,,Refined and/or Petroleum Product (non-HVL),,CALIFORNIA,,7.56,7.56,,,,,,,,,,9888864.000,0,8.11,1.82,0,0,0,9.93,0,0,0,0,0,0,0,0,8.11,1.82,0,0,0,9.93,0,0,0,0,0,0,2.49,0,2.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.49,2.49,0,INITIAL,06/15/21,6/15/2021,7000-1.1 (Rev. 01-2020)
3/1/2022,2020,20210416,18516,32147,MARATHON PIPE LINE LLC,539 SOUTH MAIN STREET,FINDLAY,OH,45840,,Crude Oil,"COLORADO, ILLINOIS, INDIANA, KENTUCKY, LOUISIANA, MICHIGAN, MISSISSIPPI, MISSOURI, OHIO, OKLAHOMA, TENNESSEE, TEXAS, UTAH, WEST VIRGINIA, WYOMING","ALASKA, CALIFORNIA, COLORADO, ILLINOIS, KENTUCKY, MINNESOTA, OHIO, TEXAS, UTAH, WYOMING",,1593.7,1593.7,,,,,,0.000,118238626388.000,0,0.000,0.000,0,2771.4,13.6,0,0,0,2785,0,0,0,0,0,0,0,0,2771.4,13.6,0,0,0,2785,0,3.3,3.3,0,0,0,0,474.5,474.5,0,63.8,63.8,40.5,150.9,191.4,187.1,1.2,188.3,1.7,0,1.7,112.4,0.1,112.5,94.5,0,94.5,57.6,0,57.6,0.6,0,0.6,1188.2,494.4,693.8,INITIAL,06/14/21,6/14/2021,7000-1.1 (Rev. 01-2020)
3/1/2022,2020,20210417,18518,32147,MARATHON PIPE LINE LLC,539 SOUTH MAIN STREET,FINDLAY,OH,45840,,HVL,"ILLINOIS, INDIANA, KENTUCKY, WEST VIRGINIA","CALIFORNIA, MICHIGAN, TEXAS",,173.30,173.30,,,,,,0.000,0.000,0,508770631.000,0.000,0,236.6,0,0,0,0,236.6,0,0,0,0,0,0,0,0,236.6,0,0,0,0,236.6,0,0,0,0,0,0,0,0,0,0,6.9,6.9,0,32.6,32.6,80.9,0,80.9,6.8,0,6.8,0.2,0,0.2,6.3,0,6.3,43.6,0,43.6,0.5,0,0.5,177.8,138.3,39.5,INITIAL,06/14/21,6/14/2021,7000-1.1 (Rev. 01-2020)
3/1/2022,2020,20210418,18824,32147,MARATHON PIPE LINE LLC,539 SOUTH MAIN STREET,FINDLAY,OH,45840,,Refined and/or Petroleum Product (non-HVL),"ARKANSAS, IDAHO, ILLINOIS, INDIANA, KENTUCKY, LOUISIANA, MICHIGAN, MISSISSIPPI, OHIO, OREGON, PENNSYLVANIA, TENNESSEE, TEXAS, UTAH, WASHINGTON, WEST VIRGINIA","ALASKA, CALIFORNIA, KENTUCKY, MINNESOTA, OHIO, TEXAS, UTAH",,2981.70,2981.70,,,,,,0.000,0.000,0,358014605.000,39712729844.000,3.4,4820.7,0,0,0,0,4824.1,0,0,0,0,0,0,0,3.4,4820.7,0,0,0,0,4824.1,0,108.3,108.3,0,2.7,2.7,0,168,168,0,1127.5,1127.5,6.5,185.2,191.7,240.3,83.6,323.9,124.4,0,124.4,119.3,0.8,120.1,266.7,0,266.7,135.7,0,135.7,0.9,0,0.9,2569.9,893.8,1676.1,SUPPLEMENTAL,06/14/21,7/6/2021,7000-1.1 (Rev. 01-2020)
3/1/2022,2020,20210708,18860,32174,MCCAIN PIPELINE COMPANY,"4635 SOUTHWEST FREEWAY, SUITE 910",HOUSTON,TX,77027,,Refined and/or Petroleum Product (non-HVL),,MISSISSIPPI,,0.00,0.00,,,,,,,,,,698634.000,0,5.1,0,0,0,0,5.1,0,0,0,0,0,0,0,0,5.1,0,0,0,0,5.1,0,0,0,0,0,0,0,0,0,0,0,0,5.1,0,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1,5.1,0,SUPPLEMENTAL,08/10/21,8/10/2021,7000-1.1 (Rev. 01-2020)
3/1/2022,2020,20210615,18724,32179,EXXONMOBIL BILLINGS REFINERY,22777 Springwoods Village Parkway ROOM E3.3B.328,SPRING,TX,77389,,Crude Oil,,MONTANA,,,0.00,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INITIAL,06/15/21,6/15/2021,7000-1.1 (Rev. 01-2020)
3/1/2022,2020,20210551,18656,32213,"DIAMOND SHAMROCK REFINING COMPANY, L.P.",ONE VALERO WAY,SAN ANTONIO,TX,78249,,Crude Oil,,TEXAS,,,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INITIAL,06/15/21,6/15/2021,7000-1.1 (Rev. 01-2020)
3/1/2022,2020,20210098,18160,32215,NOVA CHEMICALS CORPORATION,1000 7TH AVENUE S.W.,CALGARY,ALBERTA,T2P 5L5,,HVL,,MICHIGAN,0,11.15,11.15,0,0,0,0,0,0.000,0.000,0,6156816.000,0.000,0,11.15,0,0,0,0,11.15,0,0,0,0,0,0,0,0,11.15,0,0,0,0,11.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.15,0,11.15,0,0,0,0,0,0,0,0,0,0,0,0,11.15,11.15,0,INITIAL,04/19/21,4/19/2021,7000-1.1 (Rev. 01-2020)
3/1/2022,2020,20210242,18338,32223,VALERO REFINING COMPANY-CALIFORNIA,ONE VALERO WAY,SAN ANTONIO,TX,78249,,Crude Oil,,CALIFORNIA,,5.19,5.19,,,,,,0.000,42389002.000,0,0.000,0.000,0,5.19,0,0,0,0,5.19,0,0,0,0,0,0,0,0,5.19,0,0,0,0,5.19,0,0,0,0,0,0,0,0,0,0,0,0,0,3.36,3.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.36,0,3.36,INITIAL,06/09/21,6/9/2021,7000-1.1 (Rev. 01-2020)
3/1/2022,2020,20210244,18340,32223,VALERO REFINING COMPANY-CALIFORNIA,ONE VALERO WAY,SAN ANTONIO,TX,78249,,Refined and/or Petroleum Product (non-HVL),,CALIFORNIA,,3.39,3.39,,,,,,0.000,0.000,0,0.000,4790818.000,0,3.39,0,0,0,0,3.39,0,0,0,0,0,0,0,0,3.39,0,0,0,0,3.39,0,0,0,0,0,0,0,0,0,0,0,0,0,1.57,1.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.57,0,1.57,INITIAL,06/09/21,6/9/2021,7000-1.1 (Rev. 01-2020)
3/1/2022,2020,20210103,18886,32224,BETA OFFSHORE,"111 OCEAN BLVD, SUITE 1240",LONG BEACH,CA,90802,,Crude Oil,"CALIFORNIA, OCS-Pacific",,15.19,2.60,17.79,,25761317,,,,,4385978.000,,,,0,2.6,0,0,0,0,2.6,0,15.19,0,0,0,0,15.19,0,17.79,0,0,0,0,17.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.75,0,16.75,0.21,0,0.21,0.29,0,0.29,0.54,0,0.54,0,0,0,17.79,17.79,0,SUPPLEMENTAL,04/26/21,9/2/2021,7000-1.1 (Rev. 01-2020)
3/1/2022,2020,20210012,18063,32233,"BESCO OPERATING, L.P.",201 MAIN ST. SUITE 2700,FORT WORTH,TX,76102-3131,,Crude Oil,,TEXAS,0.00,0.00,0.00,0,698,0,0,0,0.000,79.000,0,0.000,0.000,0,0.68,0,0,0,0,0.68,0,6.02,0,0,0,0,6.02,0,6.7,0,0,0,0,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INITIAL,01/28/21,1/28/2021,7000-1.1 (Rev. 01-2020)
3/1/2022,2020,20210049,18901,32248,"FRONTIER FIELD SERVICES, LLC",10077 GROGANS MILL RD SUITE 300,THE WOODLANDS,TX,77380,,HVL,,NEW MEXICO,,0.00,0.00,,,,,,,,,5237373.000,,0,0.3,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SUPPLEMENTAL,03/10/21,10/15/2021,7000-1.1 (Rev. 01-2020)
3/1/2022,2020,20210309,18406,32251,"RIBOST TERMINAL LLC, DBA WORLD OIL TERMINALS",9302 GARFIELD AVE.,SOUTH GATE,CA,90280,,Crude Oil,,CALIFORNIA,,0.22,0.22,,,,,,,273218.000,,,,0,0.22,0,0,0,0,0.22,0,0,0,0,0,0,0,0,0.22,0,0,0,0,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0,0.22,0,0,0,0,0,0,0.22,0.22,0,INITIAL,06/10/21,6/10/2021,7000-1.1 (Rev. 01-2020)
3/1/2022,2020,20210629,18739,32258,PEMBINA COCHIN LLC,"4000, 585-8 AVE SW",CALGARY,AB,T2P1G1,,Crude Oil,"ILLINOIS, INDIANA, IOWA, MICHIGAN, MINNESOTA, NORTH DAKOTA, OHIO",,,253.68,253.68,,,,,,0.000,36211771595.000,0,0.000,0.000,0,1190.31,0,0,0,0,1190.31,0,0,0,0,0,0,0,0,1190.31,0,0,0,0,1190.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1143.05,0,1143.05,0.17,0,0.17,38.86,0,38.86,4.31,0,4.31,3.92,0,3.92,0,0,0,1190.31,1190.31,0,INITIAL,06/15/21,6/15/2021,7000-1.1 (Rev. 01-2020)
3/1/2022,2020,20210013,18064,32272,SAN ANTONIO PIPELINE CORPORATION,P.O. BOX 35236,SARASOTA,FL,34242,,Refined and/or Petroleum Product (non-HVL),,TEXAS,,14,14,,,,,,0.000,0.000,0,0.000,0.000,0,14,0,0,0,0,14,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,14,0,0,0,0,0,0,14,14,0,INITIAL,01/29/21,1/29/2021,7000-1.1 (Rev. 01-2020)
3/1/2022,2020,20210666,18777,32283,"FRONT RANGE PIPELINE, LLC.",803 HIGHWAY 212 SOUTH,Laurel,MT,59044,,Crude Oil,,MONTANA,,70.88,70.88,,,,,,,6632703738.000,,,,0,429.6,0,0,0,0,429.6,0,0,0,0,0,0,0,0,429.6,0,0,0,0,429.6,0,0,0,0,0,0,0,0,0,0,16.31,16.31,0,0,0,0,0,0,32.71,0,32.71,366.44,0,366.44,6.65,0,6.65,7.47,0,7.47,0.01,0,0.01,429.59,413.28,16.31,INITIAL,06/15/21,6/15/2021,7000-1.1 (Rev. 01-2020)
3/1/2022,2020,20210238,18334,32284,PENNZOIL-QUAKER STATE D/B/A SOPUS PRODUCTS,1926 E. PACIFIC COAST HIGHWAY,WILMINGTON,CA,90744,,Refined and/or Petroleum Product (non-HVL),,CALIFORNIA,,5.23,5.23,,,,,,,,,,615910.000,0,12.3,0,0,0,0,12.3,0,0,0,0,0,0,0,0,12.3,0,0,0,0,12.3,0,0,0,0,0,0,0,0,0,0,0,0,0,12.3,12.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.3,0,12.3,INITIAL,06/08/21,6/8/2021,7000-1.1 (Rev. 01-2020)
3/1/2022,2020,20210122,18192,32285,"WORSHAM-STEED GAS STORAGE, LLC",1201 LOUISIANA SUITE 700,HOUSTON,TX,77002,,HVL,,TEXAS,,0.00,0.00,,,,,,,,,55404.000,,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INITIAL,05/12/21,5/12/2021,7000-1.1 (Rev. 01-2020)
3/1/2022,2020,20210366,18463,32288,"WHITE CLIFFS PIPELINE, LLC",1300 MAIN STREET,HOUSTON,TX,77002,,Crude Oil,"COLORADO, KANSAS, OKLAHOMA",,,55,55,,,,,,,11846859323.000,,,,0,527.1,0,0,0,0,527.1,0,0,0,0,0,0,0,0,527.1,0,0,0,0,527.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,527.1,0,527.1,0,0,0,527.1,527.1,0,INITIAL,06/12/21,6/12/2021,7000-1.1 (Rev. 01-2020)
3/1/2022,2020,20210365,18462,32288,"WHITE CLIFFS PIPELINE, LLC",1300 MAIN STREET,HOUSTON,TX,77002,,HVL,"COLORADO, KANSAS, OKLAHOMA",,,81.40,81.40,,,,,,,,,3610639276.000,,0,539.9,0,0,0,0,539.9,0,0,0,0,0,0,0,0,539.9,0,0,0,0,539.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,527.1,0,527.1,0,0,0,0,0,0,527.1,527.1,0,INITIAL,06/12/21,6/12/2021,7000-1.1 (Rev. 01-2020)
3/1/2022,2020,20210185,18889,32296,TARGA RESOURCES OPERATING LLC,811 LOUISIANA ST SUITE 2100,HOUSTON,TX,77002,,Crude Oil,,NORTH DAKOTA,,37.60,37.60,,,,,,,1112575263.000,,,,0,209.9,0,0,0,0,209.9,0,0,0,0,0,0,0,0,209.9,0,0,0,0,209.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209.9,0,209.9,0,0,0,209.9,209.9,0,SUPPLEMENTAL,06/01/21,9/3/2021,7000-1.1 (Rev. 01-2020)
