DATAFILE_AS_OF,REPORT_YEAR,REPORT_NUMBER,SUPPLEMENTAL_NUMBER,OPERATOR_ID,OPERATOR_NAME,OFFICE_ADDRESS_STREET,OFFICE_ADDRESS_CITY,OFFICE_ADDRESS_COUNTY,OFFICE_ADDRESS_STATE,OFFICE_ADDRESS_ZIP,HQ_ADDRESS_STREET,HQ_ADDRESS_CITY,HQ_ADDRESS_COUNTY,HQ_ADDRESS_STATE,HQ_ADDRESS_ZIP,COMMODITY,STOP,OPERATOR_TYPE,MMILES_STEEL_UNP_BARE,MMILES_STEEL_UNP_COATED,MMILES_STEEL_CP_BARE,MMILES_STEEL_CP_COATED,MMILES_PLASTIC,MMILES_CI,MMILES_DI,MMILES_CU,MMILES_OTHER,MMILES_RCI,MMILES_TOTAL,NUM_SRVS_STEEL_UNP_BARE,NUM_SRVS_STEEL_UNP_COATED,NUM_SRVS_STEEL_CP_BARE,NUM_SRVS_STEEL_CP_COATED,NUM_SRVS_PLASTIC,NUM_SRVS_CI,NUM_SRVS_DI,NUM_SRVS_CU,NUM_SRVS_OTHER,NUM_SRVS_RCI,NUM_SRVCS_TOTAL,MMILES_STEEL_UNK,MMILES_STEEL_LT2IN,MMILES_STEEL_2IN_TO_4IN,MMILES_STEEL_4IN_TO_8IN,MMILES_STEEL_8IN_TO_12IN,MMILES_STEEL_GT12IN,MMILES_STEEL_TOTAL,MMILES_DI_UNK,MMILES_DI_LT2IN,MMILES_DI_2IN_TO_4IN,MMILES_DI_4IN_TO_8IN,MMILES_DI_8IN_TO_12IN,MMILES_DI_GT12IN,MMILES_DI_TOTAL,MMILES_CU_UNK,MMILES_CU_LT2IN,MMILES_CU_2IN_TO_4IN,MMILES_CU_4IN_TO_8IN,MMILES_CU_8IN_TO_12IN,MMILES_CU_GT12IN,MMILES_CU_TOTAL,MMILES_CI_WR_UNK,MMILES_CI_WR_LT2IN,MMILES_CI_WR_2IN_TO_4IN,MMILES_CI_WR_4IN_TO_8IN,MMILES_CI_WR_8IN_TO_12IN,MMILES_CI_WR_GT12IN,MMILES_CI_WR_TOTAL,MMILES_PLASTIC_UNK,MMILES_PLASTIC_LT2IN,MMILES_PLASTIC_2IN_TO_4IN,MMILES_PLASTIC_4IN_TO_8IN,MMILES_PLASTIC_8IN_TO_12IN,MMILES_PLASTIC_GT12IN,MMILES_PLASTIC_TOTAL,MMILES_PE_UNK,MMILES_PE_LT2IN,MMILES_PE_2IN_TO_4IN,MMILES_PE_4IN_TO_8IN,MMILES_PE_8IN_TO_12IN,MMILES_PE_GT12IN,MMILES_PE_TOTAL,MMILES_ABS_UNK,MMILES_ABS_LT2IN,MMILES_ABS_2IN_TO_4IN,MMILES_ABS_4IN_TO_8IN,MMILES_ABS_8IN_TO_12IN,MMILES_ABS_GT12IN,MMILES_ABS_TOTAL,MMILES_OTH_PLSTC_UNK,MMILES_OTH_PLSTC_LT2IN,MMILES_OTH_PLSTC_2IN_TO_4IN,MMILES_OTH_PLSTC_4IN_TO_8IN,MMILES_OTH_PLSTC_8IN_TO_12IN,MMILES_OTH_PLSTC_GT12IN,MMILES_OTH_PLSTC_TOTAL,MMILES_OTHER_UNK,MMILES_OTHER_LT2IN,MMILES_OTHER_2IN_TO_4IN,MMILES_OTHER_4IN_TO_8IN,MMILES_OTHER_8IN_TO_12IN,MMILES_OTHER_GT12IN,MMILES_OTHER_TOTAL,MMILES_OTHER_MATERIAL_DETAIL,MMILES_RCI_UNK,MMILES_RCI_LT2IN,MMILES_RCI_2IN_TO_4IN,MMILES_RCI_4IN_TO_8IN,MMILES_RCI_8IN_TO_12IN,MMILES_RCI_GT12IN,MMILES_RCI_TOTAL,MMILES_UNK_TOTAL,MMILES_LT2IN_TOTAL,MMILES_2IN_TO_4IN_TOTAL,MMILES_4IN_TO_8IN_TOTAL,MMILES_8IN_TO_12IN_TOTAL,MMILES_GT12IN_TOTAL,MMILES_PART_B2_TOTAL,AVERAGE_LENGTH,NUM_SRVS_STEEL_UNK,NUM_SRVS_STEEL_LT1IN,NUM_SRVS_STEEL_1IN_TO_2IN,NUM_SRVS_STEEL_2IN_TO_4IN,NUM_SRVS_STEEL_4IN_TO_8IN,NUM_SRVS_STEEL_GT8IN,NUM_SRVS_STEEL_TOTAL,NUM_SRVS_DI_UNK,NUM_SRVS_DI_LT1IN,NUM_SRVS_DI_1IN_TO_2IN,NUM_SRVS_DI_2IN_TO_4IN,NUM_SRVS_DI_4IN_TO_8IN,NUM_SRVS_DI_GT8IN,NUM_SRVS_DI_TOTAL,NUM_SRVS_CU_UNK,NUM_SRVS_CU_LT1IN,NUM_SRVS_CU_1IN_TO_2IN,NUM_SRVS_CU_2IN_TO_4IN,NUM_SRVS_CU_4IN_TO_8IN,NUM_SRVS_CU_GT8IN,NUM_SRVS_CU_TOTAL,NUM_SRVS_CI_WR_UNK,NUM_SRVS_CI_WR_LT1IN,NUM_SRVS_CI_WR_1IN_TO_2IN,NUM_SRVS_CI_WR_2IN_TO_4IN,NUM_SRVS_CI_WR_4IN_TO_8IN,NUM_SRVS_CI_WR_GT8IN,NUM_SRVS_CI_WR_TOTAL,NUM_SRVS_PLASTIC_UNK,NUM_SRVS_PLASTIC_LT1IN,NUM_SRVS_PLASTIC_1IN_TO_2IN,NUM_SRVS_PLASTIC_2IN_TO_4IN,NUM_SRVS_PLASTIC_4IN_TO_8IN,NUM_SRVS_PLASTIC_GT8IN,NUM_SRVS_PLASTIC_TOTAL,NUM_SRVS_PE_UNK,NUM_SRVS_PE_LT1IN,NUM_SRVS_PE_1IN_TO_2IN,NUM_SRVS_PE_2IN_TO_4IN,NUM_SRVS_PE_4IN_TO_8IN,NUM_SRVS_PE_GT8IN,NUM_SRVS_PE_TOTAL,NUM_SRVS_ABS_UNK,NUM_SRVS_ABS_LT1IN,NUM_SRVS_ABS_1IN_TO_2IN,NUM_SRVS_ABS_2IN_TO_4IN,NUM_SRVS_ABS_4IN_TO_8IN,NUM_SRVS_ABS_GT8IN,NUM_SRVS_ABS_TOTAL,NUM_SRVS_OTH_PLSTC_UNK,NUM_SRVS_OTH_PLSTC_LT1IN,NUM_SRVS_OTH_PLSTC_1IN_TO_2IN,NUM_SRVS_OTH_PLSTC_2IN_TO_4IN,NUM_SRVS_OTH_PLSTC_4IN_TO_8IN,NUM_SRVS_OTH_PLSTC_GT8IN,NUM_SRVS_OTH_PLSTC_TOTAL,NUM_SRVS_OTHER_UNK,NUM_SRVS_OTHER_LT1IN,NUM_SRVS_OTHER_1IN_TO_2IN,NUM_SRVS_OTHER_2IN_TO_4IN,NUM_SRVS_OTHER_4IN_TO_8IN,NUM_SRVS_OTHER_GT8IN,NUM_SRVS_OTHER_TOTAL,NUM_SRVS_OTHER_MATERIAL_DETAIL,NUM_SRVS_RCI_UNK,NUM_SRVS_RCI_LT1IN,NUM_SRVS_RCI_1IN_TO_2IN,NUM_SRVS_RCI_2IN_TO_4IN,NUM_SRVS_RCI_4IN_TO_8IN,NUM_SRVS_RCI_GT8IN,NUM_SRVS_RCI_TOTAL,NUM_SRVS_UNK_TOTAL,NUM_SRVS_LT1IN_TOTAL,NUM_SRVS_1IN_TO_2IN_TOTAL,NUM_SRVS_2IN_TO_4IN_TOTAL,NUM_SRVS_4IN_TO_8IN_TOTAL,NUM_SRVS_GT8IN_TOTAL,NUM_SRVS_PART_B3_TOTAL,MMILES_BY_DCD_UNK,MMILES_BY_DCD_PRE1940,MMILES_BY_DCD_1940_TO_1949,MMILES_BY_DCD_1950_TO_1959,MMILES_BY_DCD_1960_TO_1969,MMILES_BY_DCD_1970_TO_1979,MMILES_BY_DCD_1980_TO_1989,MMILES_BY_DCD_1990_TO_1999,MMILES_BY_DCD_2000_TO_2009,MMILES_BY_DCD_2010_TO_2019,MMILES_BY_DCD_2020_TO_2029,MMILES_BY_DCD_TOTAL,NUM_SRVS_BY_DCD_UNK,NUM_SRVS_BY_DCD_PRE1940,NUM_SRVS_BY_DCD_1940_TO_1949,NUM_SRVS_BY_DCD_1950_TO_1959,NUM_SRVS_BY_DCD_1960_TO_1969,NUM_SRVS_BY_DCD_1970_TO_1979,NUM_SRVS_BY_DCD_1980_TO_1989,NUM_SRVS_BY_DCD_1990_TO_1999,NUM_SRVS_BY_DCD_2000_TO_2009,NUM_SRVS_BY_DCD_2010_TO_2019,NUM_SRVS_BY_DCD_2020_TO_2029,NUM_SRVS_BY_DCD_TOTAL,TOTAL_LEAKS_COR_MAINS,TOTAL_LEAKS_NF_MAINS,TOTAL_LEAKS_EX_MAINS,TOTAL_LEAKS_OF_DAM_MAINS,TOTAL_LEAKS_MAT_WELD_MAINS,TOTAL_LEAKS_EQ_MAINS,TOTAL_LEAKS_OP_MAINS,TOTAL_LEAKS_OT_MAINS,TOTAL_LEAKS_COR_SRVS,TOTAL_LEAKS_NF_SRVS,TOTAL_LEAKS_EX_SRVS,TOTAL_LEAKS_OF_DAM_SRVS,TOTAL_LEAKS_MAT_WELD_SRVS,TOTAL_LEAKS_EQ_SRVS,TOTAL_LEAKS_OP_SRVS,TOTAL_LEAKS_OT_SRVS,TOTAL_HAZLEAKS_COR_MAINS,TOTAL_HAZLEAKS_NF_MAINS,TOTAL_HAZLEAKS_EX_MAINS,TOTAL_HAZLEAKS_OF_DAM_MAINS,TOTAL_HAZLEAKS_MAT_WELD_MAINS,TOTAL_HAZLEAKS_EQ_MAINS,TOTAL_HAZLEAKS_OP_MAINS,TOTAL_HAZLEAKS_OT_MAINS,TOTAL_HAZLEAKS_COR_SRVS,TOTAL_HAZLEAKS_NF_SRVS,TOTAL_HAZLEAKS_EX_SRVS,TOTAL_HAZLEAKS_OF_DAM_SRVS,TOTAL_HAZLEAKS_MAT_WELD_SRVS,TOTAL_HAZLEAKS_EQ_SRVS,TOTAL_HAZLEAKS_OP_SRVS,TOTAL_HAZLEAKS_OT_SRVS,KNOWN_LEAKS,FED_LAND_LEAKS_REPAIRED,PERCENT_UNACC_GAS,EXCAV_DAMAGES,EXCAV_ONECALL,EXCAV_LOCATING,EXCAV_EXCAV,EXCAV_OTHER,EXCAV_TICKETS,EFV_INSTALLED_CY,EFV_IN_SYSTEM,SHUTOFF_VALVE_INSTALLED_CY,SHUTOFF_VALVE_IN_SYSTEM,ADDITIONAL_INFORMATION,PREPARERS_NAME,PREPARERS_TITLE,PREPARERS_PHONE,PREPARERS_FAX,PREPARERS_EMAIL,REPORT_SUBMISSION_TYPE,REPORT_DATE,FILING_DATE,FORM_REV
3/1/2022,2018,20199149,37150,31360,MILLENNIUM ENERGY INC,698 MORGANTOWN RD.,FRANKLIN,,KY,42134,951 FAIRVIEW AVE,BOWLING GREEN,,KY,42102,Natural Gas,KY,Privately Owned,0,0,0,0,9.52,0,0,0,0,0,9.52,0,0,0,0,73,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.85,5.5,1.17,0,0,9.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2.85,5.5,1.17,0,0,9.52,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,5,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,68,5,0,0,0,73,0,0,0,0,0,0,0,7,1,1.52,,9.52,0,0,0,0,0,0,0,19,37,17,,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,77,0,2,0,0,,Chris Thomas,,(615)934-7199,,cthomas@wrecc.com,INITIAL,1/31/2019,1/31/2019,7100.1-1 (Rev. 10-2018)
3/1/2022,2018,20199125,37123,31363,CITY OF WAHOO,605 N. BROADWAY ST,Wahoo,,NE,68066,605 N. BROADWAY,WAHOO,,NE,68066,Natural Gas,NE,Municipal Owned,1.642,0,0.703,8.535,23.255,0,0,0,0,,34.135,6,1,0,304,1409,0,0,9,0,,1729,0,9.747,0.43,0.703,0,0,10.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.593,8.996,0.612,0.054,0,23.255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,23.34,9.426,1.315,0.054,0,34.135,75,0,289,17,5,0,0,311,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1291,58,5,0,0,1354,0,55,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1644,75,10,0,0,1729,0,1.405,0.568,4.866,2.6,5.14,2.6,1.6,8.77,6.585,,34.134,0,109,43,117,152,202,282,239,377,208,,1729,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1.29,1,0,0,1,0,1201,9,46,0,7,"In part B3, under the ABS column, we have 55 services of orangeburg all are 3/4 inch or smaller.",Chris OTTE,operator,(402) 443-1558,402-443-5483,natgas@wahoo.ne.us,INITIAL,1/29/2019,1/29/2019,7100.1-1 (Rev. 10-2018)
3/1/2022,2018,20190936,38386,31366,BRAINARD GAS CORP,8470 STATION STREET,MENTOR,,OH,44060,8470 STATION STREET,MENTOR,,OH,44060,Natural Gas,OH,Privately Owned,,,,6.08,19.26,0,0,0,0,0,25.34,,,,,260,0,0,0,0,0,260,0,4.74,1.34,0,0,0,6.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.8,9.9,0.56,0,0,19.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,13.54,11.24,0.56,0,0,25.34,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,33,2,0,0,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,225,33,2,0,0,260,0,0,0,0,0,0,0,14,4,7.34,,25.34,0,0,0,0,0,0,0,38,93,129,,260,,,,,,1,,,,,2,,,,,,,,,,,1,,,,,2,,,,,,0,0,0.26,2,1,0,1,,498,18,89,0,15,,Timothy Reilly,EIS Coordinator,(440)701-5115,(440) 205-8669,treilly@egas.net,INITIAL,3/15/2019,3/15/2019,7100.1-1 (Rev. 10-2018)
3/1/2022,2018,20190732,38174,31406,FRONTIER NATURAL GAS COMPANY,110 PGW Drive,Elkin,Surry County,NC,28621,110 PGW DR.,ELKIN,,NC,28621,Natural Gas,NC,Cooperative,,,,31.1,370.97,0,0,0,0,0,402.07,,,,5,4220,0,0,0,0,0,4225,0,0.1,13.6,17.4,0,0,31.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.41,113.2,131.36,0,0,370.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,126.51,126.8,148.76,0,0,402.07,168,0,0,0,3,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3978,202,33,7,0,4220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,3978,202,36,9,0,4225,0,0,0,0,0,0,0,34.9,179.2,187.97,,402.07,0,0,0,0,0,0,0,22,1372,2831,,4225,,,4,,,,,,,,9,3,,3,1,,,,4,,,,,,,,8,3,,3,1,,0,0,4.25,13,3,4,5,1,9136,264,1842,28,184,,Regina Davis,Centralized Workload Manager,(336)526-1792,(336)526-9940,rdavis@egas.net,INITIAL,3/13/2019,3/13/2019,7100.1-1 (Rev. 10-2018)
3/1/2022,2018,20190261,37663,31412,GUTHRIE NATURAL GAS,"1820 MEMORIAL DRIVE, SUITE 202",CLARKSVILLE,Montgomery,TN,37043,1820 MEMORIAL DR. SUITE 202,CLARKSVILLE,,TN,37043,Natural Gas,KY,Municipal Owned,,,,,15,0,0,0,0,0,15,,,,,207,0,0,0,0,0,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,8,7,0,0,0,15,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,6,2,0,0,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,199,6,2,0,0,207,0,0,0,0,0,0,0,12,2,1,,15,0,0,0,0,0,0,0,148,44,15,,207,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,0,0,0.8,0,0,0,0,0,175,2,15,0,2,,Jean Luton,Agent,(931)561-1893,(931)443-0050,jluton@d2energyllc.net,INITIAL,3/1/2019,3/1/2019,7100.1-1 (Rev. 10-2018)
3/1/2022,2018,20190095,37472,31413,COMMUNITY ENERGY RESOURCE COOPERATIVE,15461 US Route 36,Marysville,,OH,43040,"15461 STATE ROUTE 36, PO BOX 393",MARYSVILLE,,OH,43040,Natural Gas,OH,Cooperative,,,,,28.384,0,0,0,0,0,28.384,,,,,1184,0,0,0,0,0,1184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.971,4.214,9.199,0,0,28.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,14.971,4.214,9.199,0,0,28.384,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1155,28,0,1,0,1184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1155,28,0,1,0,1184,0,0,0,0,0,0,0,6.747,14.141,7.497,,28.385,0,0,0,0,0,0,0,72,501,611,,1184,,,1,,,,,,,,5,,4,1,,,,,1,,,,,,,,5,,,,,,0,0,0,6,0,0,6,0,9749,74,645,0,0,,Joe Love,Manager,(937) 642-1826,937-644-4239,jlove@ure.com,INITIAL,2/22/2019,2/22/2019,7100.1-1 (Rev. 10-2018)
3/1/2022,2018,20190190,37585,31416,CITY OF WALL LAKE,108 BOYER ST,WALL LAKE,,IA,51466,108 BOYER ST,WALL LAKE,,IA,51466,Natural Gas,IA,Municipal Owned,0,0,0,0,11,0,0,0,0,0,11,0,0,0,0,410,0,0,0,0,0,410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,6,0,5,0,0,11,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399,10,0,1,0,410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,399,10,0,1,0,410,0,0,0,0,0,0,0,6,5,0,,11,0,0,0,0,0,0,0,375,5,30,,410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,,,,1,230,2,19,0,19,,Chris Rodman,City Clerk/Administrator,(712)664-2216,,citywl@netins.net,INITIAL,2/27/2019,2/27/2019,7100.1-1 (Rev. 10-2018)
3/1/2022,2018,20199175,37182,31432,ALLIANT GAS,200 W. LONGHORN RD.,PAYSON,Gila,AZ,85541,600 E. LAS COLINAS BLVD,IRVING,,TX,75039,Propane Gas,AZ,Privately Owned,0,0,0,5,250.375,0,0,0,0,0,255.375,0,0,0,713,9477,0,0,0,0,0,10190,0,4,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197.75,41.625,11,0,0,250.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,201.75,42.625,11,0,0,255.375,69.5,0,713,0,0,0,0,713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9391,86,0,0,0,9477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,10104,86,0,0,0,10190,0,0,0,0,11,25.5,81.375,71.625,57.875,8,,255.375,0,0,0,0,99,217,2384,3912,2630,948,,10190,0,1,0,0,6,0,0,0,0,1,8,0,5,4,0,0,0,0,0,0,4,0,0,0,0,0,8,0,1,0,0,0,0,0,0.6,8,4,0,4,0,2532,114,403,0,4,,Vincent Beeler,EHS Manager,(928) 978-3182,(928) 474-0909,vincent.beeler@pinnaclepropane.com,INITIAL,2/4/2019,2/4/2019,7100.1-1 (Rev. 10-2018)
3/1/2022,2018,20191099,39009,31433,CITY OF HENNING,P.O. Box 55 607 2nd St.,Henning,,MN,56551,PO BOX 55,HENNING,,MN,56551,Natural Gas,MN,Municipal Owned,,,,,21.8,0,0,0,0,0,21.8,,,,,492,0,0,0,0,0,492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.3,3.5,2,0,0,21.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,16.3,3.5,2,0,0,21.8,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,486,6,0,0,0,492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,486,6,0,0,0,492,0,0,0,0,0,0,0,21.5,0.1,0.2,,21.8,0,0,0,0,0,0,0,367,52,73,,492,,,,,,,,,,,1,,,2,,,,,,,,,,,,,,,,1,,,0,0,0,1,,1,,,194,4,467,0,0,,Scott Grabe,operator,(218) 583-2402,(218) 583-2637,hennutilities@arvig.net,SUPPLEMENTAL,3/22/2019,9/27/2019,7100.1-1 (Rev. 10-2018)
3/1/2022,2018,20190479,37903,31470,VECTREN ENERGY DELIVERY OF OHIO,6500 Clyo Road,Centerville,Montgomery,OH,45459,211 NW RIVERSIDE DRIVE,EVANSVILLE,,IN,47708,Natural Gas,OH,Investor Owned,168.4,290.319,133.684,2403.327,2435.477,43.877,0,0,0,0,5475.084,11193,21916,5939,92486,180013,6,0,0,5670,0,317223,4.752,1006.43,1148.857,648.648,86.102,100.941,2995.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216,26.656,16.037,0.856,0.112,43.877,0,0,0,0,0,0,0,0.128,1141.218,1109.754,184.341,0.023,0.013,2435.477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,4.88,2147.864,2285.267,849.026,86.981,101.066,5475.084,77.82,58776,22805,49634,295,15,9,131534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,6,0,0,0,0,0,0,0,34363,130952,14383,290,14,11,180013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4041,574,1040,14,1,0,5670,Unknown,0,0,0,0,0,0,0,97180,154331,65062,600,30,20,317223,807.693,33.775,55.504,516.967,1225.904,325.723,525.923,783.493,546.413,653.69,,5475.085,22474,3314,4641,34778,55244,18093,28959,54559,31803,63358,,317223,273,19,22,7,37,14,7,593,1272,287,96,88,410,174,133,539,27,2,22,4,7,6,1,8,535,39,92,60,99,41,34,56,320,0,0.44,172,41,59,65,7,91791,7756,47131,319,9542,,Don Specht,Integrity Management Engineer,(937)312-2533,(937) 312-2530,Don.Specht@centerpointenergy.com,INITIAL,3/11/2019,3/11/2019,7100.1-1 (Rev. 10-2018)
3/1/2022,2018,20191158,38772,31473,NORTHEAST MS NATURAL GAS DISTRICT,PO BOX 190,MANTACHIE,,MS,38855,689 HODGE DR,MANTACHIE,,MS,38855,Natural Gas,MS,Cooperative,0,0,16,0,241,0,0,0,0,0,257,0,0,0,0,3316,0,0,0,0,0,3316,0,0,16,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,46,0,0,0,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,195,62,0,0,0,257,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3309,6,1,0,0,3316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,3309,6,1,0,0,3316,0,0,0,0,0,0,99,11,81,66,,257,0,0,0,0,0,0,978,472,700,1166,,3316,0,0,3,0,0,0,0,0,,,11,,,,,,,,,,,,,,,,,,,,,,0,0,0,14,0,0,14,0,273,74,220,0,0,,Mike Horton,operator,(662) 282-4261,,mhorton@network-one.com,SUPPLEMENTAL,4/12/2019,5/2/2019,7100.1-1 (Rev. 10-2018)
3/1/2022,2018,20190939,38759,31481,BANGOR NATURAL GAS CO.,498 MAINE AVE,Bangor,,ME,04401,498 MAINE AVENUE,BANGOR,,ME,04401,Natural Gas,ME,Investor Owned,0,1.1,0,91.57,192.393,0,0,0,0,0,285.063,0,0,0,4,5890,0,0,0,0,0,5894,0,0,2.31,90.36,0,0,92.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.324,44.629,35.44,0,0,192.393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,112.324,46.939,125.8,0,0,285.063,81,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5775,106,7,2,0,5890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,5775,106,11,2,0,5894,0,0,0,67.34,0,0,0,0,100,117.723,,285.063,0,0,0,0,0,0,0,0,1096,4798,,5894,0,1,3,0,0,1,1,0,0,0,6,3,1,5,3,0,0,1,3,0,0,0,0,0,0,0,6,3,0,0,0,0,1,0,2.34,9,1,0,7,1,2864,280,2810,20,182,Please note: The change in service count reflects a correction to using number of service lines. Prior years used customer count but we recently found an interpretation letter that instructed us to use service line count. Change in EFV count reflects more searchable records available in recently implemented GIS database. Supplemental version includes a revision to total number of Dig Safe calls.,Joshua Saucier,operator,(207) 941-9595,(207) 942-0101,jsaucier@egas.net,SUPPLEMENTAL,3/15/2019,4/30/2019,7100.1-1 (Rev. 10-2018)
